,Unnamed: 0,wav_filename,wav_filesize,transcript,ds_preds,sp_preds,ds_wer,sp_wer,google_preds,google_wer
10,8624,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/hindi_female_english/english/wav/engtext_1258.wav,341356,during this period they served a weak ruler,during this period they saved a regular,during this period they served a weak ruler,0.375,0.0,during this. They served a v Cruller,0.375
11,5397,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/telugu_female_english/telugu_female_english/wav/EM_00587.wav,1298174,that has been a good deal the case my dear but not to the degree you mention perry says that colds have been very general but not so heavy as he has very often known them in november,that has been a good deal the case my dear but not to the degree you mention he says that all have been very tender but not so heavy as he has very often known them never be,dominion goodwill the case my just but not the degree you mention perry says that colds have been very general but are so heavy as he has very often known them in a murmur,0.13157894736842105,0.2894736842105263,what does being a good deal that case my dear but not to the degree that you mention is that cause have been very gentle but not so heavy as he has very often known them in November,0.23684210526315788
12,3868,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/assamese_female_english/english/wav/ASF001-EN-ST26U22.wav,350444,actually in view of our surroundings,actually in view of our surroundings,actually ill youve coward the round inc,0.0,1.0,actually in view of our surroundings,0.0
13,9933,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/kannada_male_english/english/wav/engtext_1411.wav,732226,that being the case i should also bring some standard books to support my logic and reasoning,that being the case i should also bring some standard books to support my logic and reasoning,that being the case tore should fortune bring some standard books to support my logic and reasoning,0.0,0.1176470588235294,that being the case I should also bring some standard books to support my logic and reasoning,0.0
14,5755,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/assamese_female_english/english/wav/ASF001-EN-ST209U4.wav,567404,that it knocked over a jar on the table,that it knocked over a jar on the table,that if not over danger on the table,0.0,0.4444444444444444,that it's knocked over a jar on the table,0.1111111111111111
15,8100,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/manipuri_female_english/english/wav/eng_text_2793-2.wav,340844,similar symptom of  itching  ,see me now seemed one of eating,similar centres teaching,1.5,0.75,similar symptom of itching,0.0
16,6251,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/tamil_male_english/english/wav/g0637.wav,629798,the second learned man chanted some other mantras and put skin flesh and blood into the skeleton,the second london man gentled some of the months as an put skin flesh and blood into the skeleton,the second learned man chanted some other mantras and put skin flesh and blood into the sultan,0.4117647058823529,0.05882352941176471,the second Leonard Mann changed some of the month shots in foot skin flesh and blood into the skeleton,0.5294117647058824
17,1026,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/manipuri_female_english/english/wav/eng_text_c515-3.wav,263084,doctor sv ngachan,that the ass be not on,the purpose they he much an,2.0,2.0,doctor SB Nation,0.6666666666666666
18,6830,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/hindi_male_english/english/wav/arctic_a0588.wav,512670,he had proved it today with his amateurish and sophomoric productions,he had proved it to day with his amateurish and so far more corrections,he had proved it today with his amateurish and sophomoric productions,0.5454545454545454,0.0,he had proved it today with his amateurish and so van mourik Productions,0.2727272727272727
19,5733,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/gujarati_male_english/english/wav/c0418.wav,1231336,once upon a time in a certain country a thrifty merchant visited a great city and bought a great supply of goods,once upon a time in a certain country a thrifty mechant visited a great city and bought a great supply of goods,once upon a time in a certain country the thrifty merchant is it a debate city and bought a great supply of goods,0.045454545454545456,0.18181818181818185,once upon a time in a certain country a Thrifty Merchant visited a great City and bought a great supply of goods,0.0
20,6916,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/rajasthani_male_english/english/wav/c0304.wav,471980,day after day he listened to the note of the leader calling the quails,day after day he listened to the note of the leader calling the quest,they of the day deletion to the note of the leader calling the quails,0.07142857142857142,0.35714285714285715,day after day he listen to the note of the leader calling the quills,0.14285714285714285
21,8393,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/malayalam_female_english/english/wav/07_F_artic_02_092.wav,398724,here in the midmorning the first casualty occurred,here in the mid morning the first casualty occurred,sheldon according to the first casualty occurred,0.25,0.5,cheers and the mid-morning the first casualty occurred,0.375
22,242,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/manipuri_female_english/english/wav/eng_text_d2529-2.wav,325486,illness in the trouble torn ,illness in the trouble to,a lesson in the problem both,0.2,0.8,illness in the travel Stone,0.4
23,77,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/telugu_male_english/telugu_male_english/wav/EMMA_00762.wav,1030084,he was satisfied of there being no present danger in returning home but no assurances could convince him that it was safe to stay and while the others were variously urging and recommending,he was satisfied of the be not present danger in returning home but no assurances could come on him and it was safe to stay and while others were variously urging and recommending,satisfied of radio personage in returning home with no assurance sickness and that unsafe to say and while others were variously urging and recommending,0.21212121212121213,0.5151515151515151,he was satisfied of there being no present danger and returning home but no assurances could convince him that it was safe to stay and While others were variously urging and recommend,0.09090909090909091
24,1275,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/manipuri_female_english/english/wav/eng_text_a522-1.wav,389806,for such countries nothing remained but ,poor sis contes noting my man but,sources countries nothing remained but,1.0,0.3333333333333333,pore size countries nothing lemon bar,0.6666666666666666
25,7704,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/bengali_male_english/bengali_male_english/wav/e0059.wav,1319406,when peace returned groom and his friends and relatives also returned to the dais and saw the brides hand in the hand of a stranger,when bees who returned tom and his friends and relatives also returned to the days and saw the bride and in the hand of a stranger,when peace belittle no man is friends and relatives all shortened days and saw the brides hand in the hand office stranger,0.24,0.44,when bees returned groom and his friends and relatives also returned to the days and saw the bride's hand in the hand of a stranger,0.12
26,1344,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/telugu_male_english/telugu_male_english/wav/text0483.wav,227372,hong kong martial arts cinema,how can much out cinema,hong kong martial arts cinema,0.8,0.0,Hong Kong Martial Arts Cinema,0.0
27,5953,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/assamese_female_english/english/wav/ASF001-EN-ST220U8.wav,469484,you are a thief and a lier too,you are a thief and a liar to,you are a if and a liar to,0.25,0.375,you are a thief and a liar too,0.125
28,7758,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/tamil_female_english/english/wav/a0089.wav,267890,the nightglow was treacherous to shoot by,the night bell was stretched out to shoot by,the nightglow was treacherous to shoot by,0.5714285714285714,0.0,the night you'll was treacherous to shoot by,0.2857142857142857
29,9785,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/manipuri_female_english/english/wav/eng_text_c73-2.wav,139244,in spite of,in his spite of,in spite of,0.3333333333333333,0.0,in spite of,0.0
30,6861,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/tamil_male_english/english/wav/e0061.wav,424364,but i see that you have given her away to someone else this is improper,but i see that you have given it away to some one else is is improper,by she the to given away to someone else this is improper,0.26666666666666666,0.4666666666666667,but I see that you have given it away to someone else this is improper,0.06666666666666667
31,4038,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/gujarati_male_english/english/wav/d0412.wav,720426,remain with us without any hesitation and feast on this tender grass,and a man with us without any hesitation and feast on this tender grass,remain with passed without any hesitation and feast on this tender grass,0.25,0.08333333333333333,remain with us without any hesitation and feast on this tendergrass,0.16666666666666666
32,3436,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/gujarati_female_english/english/wav/c0105.wav,644272,no answer then he called again hello rock,no answer then he called again hello rock,no answered then he called the gate hello rock,0.0,0.375,no answer then he called again hello Rock,0.0
33,2315,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/manipuri_female_english/english/wav/eng_text_2827-3.wav,243882,had approach towards ,had a rose towards,had a prose to worst,0.6666666666666666,1.3333333333333333,had a bruise to hours,1.3333333333333333
34,8894,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/kannada_female_english/english/wav/engtext_1293.wav,640128,i am aware of those kanchana mala i have a request paused tenaliraman ,am i be of those continella i have a request passed then a yamen,i am aware of those kanchana mala i have a request paused tenaliraman,0.6923076923076923,0.0,I Am David off dos kanchanamala I have a request past Denali Ramen,0.6153846153846154
35,3457,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/kannada_female_english/english/wav/arctic_b0403.wav,563962,knowing him i review the old scandinavian myths with clearer understanding,knowing him i revealed the old scandinavian met with clear understanding,knowing him i review the old scandinavian myths with clearer understanding,0.2727272727272727,0.0,knowing him I review the old Scandinavian Bets with clearer understanding,0.09090909090909091
36,3156,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/gujarati_male_english/english/wav/Arctic_b0216.wav,573356,i wish you were more adaptable joan retorted,i wish you were more adaptable john retorted,i wish you were more when the animal joan retorted,0.125,0.375,I wish you were more adaptable Joan retorted,0.0
37,602,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/malayalam_male_english/english/wav/06_M_set_06_E_030.wav,733994,she said i wish to eat a mango fruit can you get me one in a feeble tone the mother asked rayar,she said i wish to read the mangle trout can you get me one in a feeble tone the mother asked right,she said i wish to eat a mango fruit can you get me one in a feeble tone the mother was royar,0.2272727272727273,0.09090909090909093,she said I wish to eat a mango fruit can you get me one in a fable turn the mother Australia,0.18181818181818182
38,6867,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/manipuri_female_english/english/wav/eng_text_1741-3.wav,359084,by some irate villagers  ,by some eat beliers,by some in a the villagers,0.5,0.75,buy some irate villagers,0.25
39,5963,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/rajasthani_male_english/english/wav/b0482.wav,569942,many other similar disconcerting omissions will be noticed in the manuscript,many other similar disconcerting omissions will be noticed in the manuscript,many other similar disconcerting omissions will be noticed in the manuscript,0.0,0.0,many other similar disconcerting or missions will be noticed in the manuscript,0.18181818181818182
40,8092,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/telugu_male_english/telugu_male_english/wav/EMMA_01240.wav,2225210,if he were deficient there nothing should make amends for it but on seeing them together she became perfectly satisfied it was not merely in fine words or hyperbolical compliment that he paid his duty nothing could be more proper or pleasing than his whole manner to her nothing could more agreeably denote his wish of considering her as a friend and securing her affection,if you were deficient there nothing should make amends for it but on seeing them together she became perfectly satisfied as not merely in fine words or hyperbolical compliment that he paid his duty nothing could be more proper or pleasing than his whole manner to her nothing could more agreeably denote his wish of considering her as a friend and securing her affection,your rishikesh unofficially henceforth but on seeing them together she became perfectly satisfied it is not merely in fibres or hyperbolical compliment that he pains jhuggi nothing could be more cardparties in this moment were nothing could more agreeably denote his wish of considering her as friend and securing her head she,0.04615384615384616,0.4461538461538462,if you were deficient there nothing should make amends for it but on seeing them together she became perfectly satisfied that does not merely and find words or hyperbolical compliment that you paid his Judy nothing could be more proper or pleasing than his whole manner to her nothing could more agreeably did not his wish of considering her as a friend and securing her affection,0.13846153846153847
41,2570,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/kannada_male_english/english/wav/engtext_3325.wav,1299520,when the owls saw this and rushed to kill him he pleaded sir my name is old wise crow and i am a minister of the crow king the king of crows,an old saw this and rustical him he pleaded self might name is old wise grow and i am minister of the croaking the king of cross,when the owls saw this and rushed to kill him he pleaded charade my name is too wise goat and a time a minister of the crow king the king of crows,0.40625,0.15625,when the old saw this and rushed to kill him he pleaded my name is old wise Crow and I'm a minister of the croaking the king of crows,0.1875
42,1100,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/manipuri_female_english/english/wav/eng_text_d2811-1.wav,246764,believe in the dictum ,bel in the deep them,they in the victim,0.75,0.5,believe in the dictum,0.0
43,5567,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/telugu_male_english/telugu_male_english/wav/text0050.wav,314414,sorry were not as good as you andrew,sorry live not as good as you andrew,salt the goddess good as you and room,0.125,0.75,sorry we were not as good as you Andrew,0.125
44,7794,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/rajasthani_male_english/english/wav/e0293.wav,1057336,the first minister suggested compromise as a tactic because one had first to survive to gather strength and later destroy the enemy,the first minister that distant compromised as attacking because one had forced to survive to gather spent a letter destroyed the enemy,the first minister suggested compromise as directed because one had first to survive to gather spent and later destroy the enemy,0.4545454545454545,0.13636363636363635,the first Minister suggested compromise as a tactic because one headfirst to survive together stand and little destroy the enemy,0.2727272727272727
45,714,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/bengali_male_english/bengali_male_english/wav/arctic_b0525.wav,416688,new idea he volunteered brand new idea,new idea he pull indeed brand new idea,you were really he bore enjoyed brand new idea,0.2857142857142857,0.7142857142857143,new idea he volunteered brand new idea,0.0
46,1419,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/kannada_female_english/english/wav/engtext_2949.wav,585412,i cannot go home in this condition and show my face to my wife,i can not go home in this condition and show my face to my wife,i cannot go home in this condition and show my face to my wife,0.14285714285714285,0.0,I cannot go home in this condition and show my face to my wife,0.0
47,3875,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/manipuri_female_english/english/wav/eng_text_b510.wav,444524,he knew what taboos he was violating,he knew what they was he was by letting,he new work enclosed he was by letting,0.5714285714285714,0.7142857142857143,he knew what tables he was piloting,0.2857142857142857
48,1844,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/manipuri_female_english/english/wav/eng_text_b244-1.wav,313004,you are positively soulless,you are positively so less,you are positively saw less,0.5,0.5,you are positively solace,0.25
49,7181,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/bengali_male_english/bengali_male_english/wav/f0788.wav,753554,the palace gate was very richly ornamented a very beautiful gate as he had never seen before,the paris gate was very richly ornamented a very beautiful gate as he had never seen before,the palace gate was very richly ornamented very beautiful gate as he had never seen before,0.05882352941176471,0.05882352941176471,the palace gate was very richly ornamented a very beautiful gate as he had never seen before,0.0
50,7151,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/gujarati_female_english/english/wav/e0982.wav,408418,he had two heads but a single body,he had to head but a single body,he had two heads but a single body,0.25,0.0,he had two heads but a single body,0.0
51,5360,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/assamese_male_english/english/wav/ASM001-EN-ST102U2.wav,630496,too much of sensitivity and emotion had turned her into an ice doll,to much of sensitivity and emotion had done her into an ice to,too much of sense agility and emotion happen her into a nice all,0.2307692307692308,0.5384615384615384,too much sensitivity and emotion had turned her into an ice doll,0.07692307692307693
52,3313,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/hindi_male_english/english/wav/engtext_1396.wav,400638,sastry thought tenaliraman was scared and was not present,fastly thought be allied anon was scared and was not present,shahs retort tenali rama was scared and was not present,0.4444444444444444,0.4444444444444444,shastri tot Denali Ramon was scared and was not present,0.4444444444444444
53,4123,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/hindi_female_english/english/wav/engtext_2391.wav,446818,a big banyan tree was home to a number of cranes in a forest,a big banyan tree was home to a number of grains in a forest,a big banyan tree was home to a number of cranes in a forest,0.07142857142857142,0.0,a big Banyan Tree was home to a number of cranes in a forest,0.0
54,7846,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/assamese_female_english/english/wav/ASF001-EN-ST240U13.wav,307924,and brightened our pasture,and bright and our baser,and brightened our pester,0.75,0.25,and brighten our picture,0.5
55,1031,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/kannada_male_english/english/wav/engtext_3135.wav,627198,tell me why did the crows and owls fall out in the first place asked crow king,and me why did the cross and all followed in the first place asked going,tell me why did the crows and owls fall out in the forest asked crow king,0.4117647058823529,0.1176470588235294,tell me why did the crows and owls followed in the first place I asked croaking,0.29411764705882354
56,4764,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/gujarati_female_english/english/wav/Arctic_a0396.wav,686028,a rising tide of fat had submerged them,a rising tide of fat had submerged them,comprising i do off fat had submerged them,0.0,0.5,a rising tide of fat had submerged them,0.0
57,4372,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/assamese_female_english/english/wav/ASF001-EN-ST53U22.wav,273644,what was written about him,what was ridin about him,what was written about him,0.2,0.0,what was written about him,0.0
58,7420,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/assamese_male_english/english/wav/ASM001-EN-ST285U71.wav,326008,prince gracious took her hand ,prince gracious to her and,prince graces took her hand,0.4,0.2,Prince grisius do car hand,0.6
59,7953,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/kannada_male_english/english/wav/engtext_2995.wav,337754,it is for you to decide what should be done,it is for you to decide what should be done,it is four you to decide what should be done,0.0,0.1,it is for you to decide what should be done,0.0
60,5943,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/tamil_female_english/english/wav/b0523.wav,379214,the russian music player the count was her obedient slave,the dishon music player the count was her obedience,the russian music player the count was her obedient slave,0.3,0.0,did Russian music player the count was her obedient slave,0.1
61,1668,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/malayalam_female_english/english/wav/07_F_set_01_E_122.wav,672720,a king once had a lake made in the courtyard for the young princes to play in,again once had a late made in the courtyard for the young princess to play in,a king once had a lake made in the courtyard for the young princes to play in,0.2352941176470588,0.0,asking once had a leak made in the courtyard for the young princess to play in,0.23529411764705882
62,5040,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/hindi_female_english/english/wav/engtext_42.wav,849928,the jackal went to the lion and told him that if he did not want the jackal to stay with him he should have told him long time back,the dean went to the lion and told him that if he did not want the secolo stay with him he should have told him long time back,the jackal went to the lion and told him that if he did not want the jug or to stay with him he should have told him long time back,0.10344827586206896,0.06896551724137931,the dick all went to the lion and told him that if he did not want the Jackal to stay with him he should have told him long time back,0.06896551724137931
63,5177,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/kannada_female_english/english/wav/engtext_2942.wav,373490,why did you give him three hundred sovereigns,why did you give him three hundred savary and,why did you give him three hundred assam arrange,0.25,0.25,why did you give him three hundred sovereigns,0.0
64,2054,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/tamil_female_english/english/wav/c0347.wav,306290,he sent the honest valuer away from the palace,he sent the honest value of it from the palace,he sent the honest valuer away from the palace,0.3333333333333333,0.0,he sent the honest value of a from the palace,0.3333333333333333
65,304,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/assamese_male_english/english/wav/ASM001-EN-ST22U29.wav,546286,indeed balen had come here to america and in five hours time,indeed ballinatone here to america and in five hours time,in eight ball in have come here approval acre and if eyebrows time,0.25,0.8333333333333334,ended Ballin hard come here to America and in 5 hours time,0.3333333333333333
66,1505,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/bengali_male_english/bengali_male_english/wav/f0696.wav,490922,all the servants should be present here again tomorrow with heir sticks,all the servants should be present here again to morrow with their sticks,all muscles should be present hering tomorrow with his takes,0.25,0.5,all the servants should be present here again tomorrow with their steaks,0.16666666666666666
67,8847,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/tamil_male_english/english/wav/d1009.wav,557810,if it is not possible i will stay out and you can talk to me from within your stronghold,if it is not possible i will stay out and you can talk to me from with the new stronghold,if it is not possible i you stay out and you can talk to me from within your stronghold,0.15789473684210525,0.05263157894736842,if it is not possible I will stay out and you can talk to me from within your stronghold,0.0
68,158,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/telugu_female_english/telugu_female_english/wav/text0691.wav,394796,with peace on earth good will to men,but best on earth good will to men,the priest occurred goodwill to man,0.25,0.875,with peace on Earth Goodwill to men,0.25
69,2134,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/malayalam_female_english/english/wav/07_F_set_07_E_130.wav,643064,therefore shaam told king lion your majesty should not be afraid of sounds,therefore shame told king lion your majesty should not be afraid of sounds,therefore sham told king lion your majesty should not be afraid of sounds,0.07692307692307693,0.07692307692307693,therefore charm talking lion your majesty should not be afraid of sounds,0.23076923076923078
70,9081,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/manipuri_female_english/english/wav/eng_text_1850-1.wav,359084,cat again ask hey pebet  ,get again as had faber,kept again as a pet bed,0.8,1.0,get again as a baby,0.8
71,1982,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/malayalam_male_english/english/wav/06_M_set_13_E_056.wav,279164,the elephant luckily left the scene,the defend raly left the sea,the elephant luckily left the scene,0.5,0.0,the elephant luckily left the scene,0.0
72,2970,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/kannada_male_english/english/wav/engtext_2677.wav,883608,accompanied by my relatives i went to the hermits place and springing at the bowl brought the stored food down,i companied by my ladies i went to the humid space and springing at the bold brought the stored food down,comrade by my ladies time went to the hermits place and bringing it and the bowl brought the stool food down,0.3,0.35,accompanied by my relatives I went to the hermit space and springing at the ball brought the stool foot down,0.25
73,1933,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/gujarati_male_english/english/wav/c0833.wav,850986,once the king invited his courtiers to a feast in which the brinjal was served,once the king invited his courtiers to a feast in which the brinjal was served,once the king with invited his courtiers to a feast in which the brinjal was served,0.0,0.06666666666666668,once the king invited his courtiers to a feast in which the brinjal was served,0.0
